pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
6576	ペットの犬が土手の上に立っていて、池の中にいる別の茶色の犬を見ている	土手の上に立っていて池の中にいる別の茶色の犬を見ているペットの犬は一匹もいない	4.0	contradiction
6578	黄褐色の犬は池で泳いでいる茶色の犬を見ている	黄褐色の犬は池で泳いでいる茶色の犬を見ていない	4.3	contradiction
6579	黄褐色の犬は池で泳いでいる茶色の犬を見ている	ペットの犬が土手の上に立っていて、池の中にいる別の茶色の犬を見ている	3.3	neutral
6580	黄褐色の犬は池で泳いでいる茶色の犬を見ていない	ペットの犬が土手の上に立っていて、池の中にいる別の茶色の犬を見ている	2.3	neutral
6582	黄褐色の犬は池で泳いでいる茶色の犬を見ている	土手の上に立っていて池の中にいる別の茶色の犬を見ているペットの犬は一匹もいない	2.0	neutral
6584	若い女の人がダンスをしている	幼い女の子がダンスをしている	3.7	neutral
6588	幼い女の子がダンスをしている	幼い女の子が挑むように片脚で立っている	2.7	neutral
6589	幼い女の子がダンスをしている	幼い女の子が両脚で立っている	3.0	neutral
6591	幼い女の子が片脚で立っている	幼い女の子がじっと立っている	3.3	neutral
6593	蜂が黄色の花にしがみついている	黄色の花が蜂にしがみつかれている	5.0	entailment
6595	小さい蜂は一房の黄色の花の上に降りている	小さい蜂が一房の黄色の花の上に降りている	5.0	entailment
6597	小さい蜂は一房の黄色の花の上に降りている	蜂が黄色の花にしがみついている	3.3	neutral
6599	小さい蜂が一房の黄色の花の上に降りている	黄色の花が蜂にしがみつかれている	3.3	neutral
6600	蜂が黄色の花から飛び去っている	小さい蜂が一房の黄色の花の上に降りている	2.3	neutral
6603	誰も美しい雪の多い風景の雪の中を歩いていない	何人かの人々が美しい雪の多い風景の雪の中を歩いている	3.7	contradiction
6604	四人の人が深い雪の中を苦労して歩いていて、太陽が沈んでいる	四人の人が深い雪の中を歩いていて、太陽が沈んでいる	4.7	entailment
6605	四人の人が深い雪の中を歩いていて、太陽が沈んでいる	四人の人が深い雪の中に立っていて、太陽が昇っている	3.3	contradiction
6606	四人の人が深い雪の中を苦労して歩いていて、太陽が沈んでいる	何人かの人々が美しい雪の多い風景の雪の中を歩いている	3.3	neutral
6607	何人かの人々が美しい雪の多い風景の雪の中を歩いている	四人の人が深い雪の中に立っていて、太陽が昇っている	2.7	neutral
6610	四人の人が深い雪の中を歩いていて、太陽が沈んでいる	何人かの人々が美しい雪の多い風景の雪の中を歩いている	3.0	neutral
6614	四人の男の子たちがボールの前で互いに隣りあって膝をついている	ボールの前で互いに隣りあって膝をついている男の子は一人もいない	3.7	contradiction
6615	何人かの男の子たちがボールの前で互いに隣りあって膝をついている	幼い男の子たちは公園で緑色のサッカーボールを持ってポーズをとっている	3.3	neutral
6617	幼い子供たちは公園で緑色のサッカーボールを持ってポーズをとっている	四人の男の子たちがボールの前で互いに隣りあって膝をついている	2.3	neutral
6618	四人の男の子たちがボールの前で互いに隣りあって膝をついている	幼い男の子たちは公園で緑色のサッカーボールを持ってポーズをとっていない	1.7	neutral
6619	幼い男の子たちは公園で緑色のサッカーボールを持ってポーズをとっている	四人の男の子たちがボールの前で互いに隣りあって膝をついている	2.3	neutral
6620	黄褐色の犬がやぶを走り抜けている	犬は黄褐色で、やぶを走り抜けている	5.0	entailment
6626	ベージュ色の斑点のある白い犬が野原を走り抜けている	犬は黄褐色で、やぶを走り抜けている	2.7	neutral
6631	馬とその騎手が障害物を跳び越えている	馬は障害物にいる騎手を跳び越えている	3.0	neutral
6632	ハードルが、背中に騎手を乗せている馬により跳び越えられている	馬がハードルを跳んでいて、背中に騎手を乗せている	4.7	entailment
6635	騎手のいない馬がハードルの上に落ちている	馬とその騎手が障害物を跳び越えている	2.3	neutral
6638	馬がハードルを跳んでいて、背中に騎手を乗せている	馬は障害物にいる騎手を跳び越えている	2.3	neutral
6640	赤と白の服を着た何人かのフットボール選手たちがジャンプしてもつれ合っている	赤と白の服を着たフットボール選手たちがジャンプして互いにもつれ合っている	4.7	entailment
6644	二人のチームメイトが赤と白のユニフォームを着たフットボール選手を持ち上げている	赤と白の服を着たフットボール選手たちがジャンプして互いにもつれ合っている	2.0	neutral
6646	赤と白のユニフォームを着たフットボール選手が二人のチームメイトに持ち上げられている	赤と白の服を着た何人かのフットボール選手たちがジャンプしてもつれ合っている	2.0	neutral
6647	赤と白のユニフォームを着たフットボール選手が二人のチームメイトに持ち上げられている	ジャンプして互いにもつれ合っている赤と白の服を着たフットボール選手は一人もいない	1.0	neutral
6648	赤と白の服を着たフットボール選手たちがジャンプして互いにもつれ合っている	赤と白のユニフォームを着たフットボール選手が二人のチームメイトに持ち上げられている	2.0	neutral
6656	白人の女性がステージで青い服を着ている女性の上に立っている	二人のティーンエイジャーの女の子があるイベントでおしゃれなドレスを着ている	2.0	neutral
6657	白いドレスを着た女性と青いドレスを着た女性がステージに立っている	二人の十代の女の子があるイベントでおしゃれなドレスを着ている	2.7	neutral
6658	二人の年を取った婦人が自宅でボロボロのドレスを着ている	白いドレスを着た女性と青いドレスを着た女性がステージに立っている	2.0	neutral
6659	白いドレスを着た女性と青いドレスを着た女性がステージに立っている	二人のティーンエイジャーの女の子があるイベントでおしゃれなドレスを着ている	2.7	neutral
6664	両腕を組んだ二人の女性は若くて、スクリーンを見ている	黒髪の二人の女性がベニヤ板の壁の前に立っている	1.7	neutral
6665	黒髪の二人の女性がベニヤ板の壁の前に立っている	両腕を組んだ二人の若い女性がスクリーンから目をそらしている	1.7	neutral
6669	制服を着た学生のグループがクラスの最前列で注意深く聴いている	制服を着た何人かの学生がクラスの最前列で注意深く聴いている	4.3	entailment
6670	制服を着た学生のグループがクラスの最前列で注意深く聴いている	制服を着た学生のグループがクラスの最前列で話を聴いていない	4.0	contradiction
6671	教室いっぱいの学生たちがバンブー構造の内部の同じ方向を見ている	教室いっぱいの学生たちがバンブー構造の内部の同じ方向を注意深く見ている	4.0	neutral
6674	バンブー構造の内部の同じ方向を見ている教室いっぱいの学生たちはいない	制服を着た学生のグループがクラスの最前列で注意深く聴いている	1.0	neutral
6675	制服を着た何人かの学生がクラスの最前列で注意深く聴いている	教室いっぱいの学生たちがバンブー構造の内部の同じ方向を見ている	1.7	neutral
6678	男の子がプラットフォームから跳び下りていて、二人の他の男の子が立っていて見ている	男の子がプラットフォームから跳び下りていて、二人の他の男の子が立っていて彼をじっと見ている	4.3	neutral
6683	男の子がプラットフォームから跳び下りていて、二人の他の男の子が立っていて見ている	誰もプラットフォームから跳び下りていない	3.3	contradiction
6684	三人の男の子がプラットフォームから跳び下りている	男の子がプラットフォームから跳び下りていて、二人の他の男の子が立っていて彼をじっと見ている	3.0	neutral
6687	子供たちのグループがカラフルである構造物の上で遊んでいる	子供たちのグループがカラフルな構造物の上で遊んでいる	5.0	entailment
6688	子供たちのグループがカラフルな構造物をじっと見ている	子供たちのグループがカラフルな構造物の上で遊んでいる	3.3	neutral
6692	子供たちのグループがカラフルな構造物の上で遊んでいる	内部がピンク色の小さな洞穴によじ登っている者は一人もいない	1.7	neutral
6694	子供たちのグループがカラフルな構造物をじっと見ている	四人の中西部の子供たち、すなわち三人の女の子と一人の男の子が、内部がピンク色の小さな洞穴によじ登っている	1.7	neutral
6695	四人の中西部の子供たち、すなわち三人の女の子と一人の男の子が、内部がピンク色の小さな洞穴によじ登っている	子供たちのグループがカラフルな構造物の上で遊んでいる	2.0	neutral
6696	あるグループの人々が赤い石碑の両側にくつろいで座っている	あるグループの人々が赤い石碑の両側に座っている	4.3	entailment
6697	あるグループの人々が赤い石碑の両側に座っている	あるグループの人々が赤い石碑の両側に立っている	3.3	neutral
6698	そのグループの人々は遺跡の外側の地面の上に座っている	何人かの人々が遺跡の外側の地面の上に座っている	4.7	entailment
6700	あるグループの人々が赤い石碑の両側に座っている	何人かの人々が遺跡の外側の地面の上に座っている	3.0	neutral
6701	あるグループの人々が赤い石碑の両側に座っている	そのグループの人々は遺跡の外側の地面の上に座っていない	2.3	neutral
6711	幼少の子供が屋外にいて、屋外の草でいっぱいのエリアにある階段を上っている	ピンク色のセーターを着た幼少の子供がコンクリートの階段を上っている	3.3	neutral
6714	黒い鳥は葉のない木の中に心地よさそうに止まっている	黒い鳥は葉のない木の中に止まっている	4.7	entailment
6715	黒い鳥は葉のない木の中に止まっていない	黒い鳥は葉のない木の中に止まっている	4.0	contradiction
6717	黒い鳥が枯れた木に止まっている	黒い鳥が枯れた木から飛び立っている	3.0	contradiction
6720	黒い鳥が枯れた木から飛び立っている	黒い鳥は葉のない木の中に止まっている	2.7	contradiction
6721	死んだ鳥が木に座っている黒人男性の近くにいる	黒い鳥は葉のない木の中に止まっている	1.7	neutral
6723	黒い鳥は葉のない木の中に止まっていない	黒い鳥が枯れた木に止まっている	3.0	neutral
6725	オレンジ色の服を着た児童が屋外で雪玉で遊んでいる	オレンジ色の服を着た子供が屋外で雪玉で遊んでいる	4.7	entailment
6728	児童が雪玉を作っている	児童が雪玉を砕いている	3.3	neutral
6731	児童が雪玉を作っている	オレンジ色の服を着た児童が屋外で雪玉で遊んでいる	2.7	neutral
6733	児童が雪玉を作っている	オレンジ色の服を着た子供が屋外で雪玉で遊んでいる	2.7	neutral
6735	三人の人が何本かのヤシの木の下にあるベンチのそばで立っている	三人の人が何本かのヤシの木の下にあるベンチに座っている	3.3	contradiction
6736	その人々はレストランの前にあるベンチに目的もなく座っている	その人々はレストランの前にあるベンチに座っている	4.7	entailment
6738	その人々はレストランの前にあるベンチに座っている	その人々はベンチの前にあるレストランの中で座っている	3.3	neutral
6742	数人の人が何本かのヤシの木の下にあるベンチに座っている	その人々はレストランの前にあるベンチに座っている	2.3	neutral
6745	二人の人が芝生用の椅子に座っていて、本を読んでいる	何人かの人々が芝生用の椅子に座っていて、本を読んでいる	4.3	entailment
6746	芝生用の椅子に座っていて本を読んでいる人は一人もいない	二人の人が芝生用の椅子に座っていて、本を読んでいる	4.0	contradiction
6747	二つの椅子に座っている二人の人が心地よく読書をしている	二つの椅子に座っている二人の人が読書をしている	4.3	entailment
6748	二つの椅子に座っている二人の人がしゃべっている	二つの椅子に座っている二人の人が読書をしている	3.3	neutral
6750	二人の人が芝生用の椅子に座っていて、本を読んでいる	二つの椅子に座っている二人の人がしゃべっている	2.7	neutral
6752	芝生用の椅子に座っていて本を読んでいる人は一人もいない	二つの椅子に座っている二人の人が読書をしている	2.0	neutral
6754	小さな黒い犬の背中は茶色の犬に匂いをかがれている	茶色の犬は小さな黒い犬の背中の匂いをかいでいる	5.0	entailment
6757	大型の茶色の犬と小さな灰色の犬が岩だらけの地面の上に立っている	岩だらけの地面の上に立っている大型の茶色の犬と小さな灰色の犬はいない	4.0	contradiction
6758	大きな茶色の犬と小さな灰色の犬が岩だらけの地面の上に立っている	茶色の犬は小さな黒い犬の背中の匂いをかいでいる	2.3	neutral
6760	小さな黒い犬の背中は茶色の犬に匂いをかがれている	大型の茶色の犬と小さな灰色の犬が岩だらけの地面の上に立っている	2.7	neutral
6761	茶色の犬は小さな黒い犬の背中の匂いをかいでいない	大型の茶色の犬と小さな灰色の犬が岩だらけの地面の上に立っている	1.7	neutral
6762	大型の茶色の犬と小さな灰色の犬が岩だらけの地面の上に立っている	茶色の犬は小さな黒い犬の背中の匂いをかいでいる	2.0	neutral
6765	三人の男の子が川に沿った遊歩道を揺すっている	三人の男の子が川に沿った岩の上を歩いている	2.3	neutral
6766	茶色の半ズボンをはいた男性たちは川のそばの岩の上を歩いている	茶色の半ズボンをはいた男性は川のそばの岩の上を歩いている	4.3	entailment
6768	茶色の半ズボンをはいた男性は川のそばの岩の上を歩いている	三人の男の子が川に沿った岩の上を歩いている	3.0	neutral
6769	三人の男の子が川に沿った岩の上を歩いている	茶色の半ズボンをはいた男性たちは川のそばの岩の上を歩いていない	2.0	neutral
6770	三人の男の子が川に沿った岩の上を注意深く歩いている	茶色の半ズボンをはいた男性たちは川のそばの岩の上を歩いている	2.7	neutral
6771	三人の男の子が川に沿った岩の上で休んでいる	茶色の半ズボンをはいた男性たちは川のそばの岩の上を歩いている	2.0	neutral
6772	三人の男の子が川に沿った遊歩道を揺すっている	茶色の半ズボンをはいた男性たちは川のそばの岩の上を歩いている	1.3	neutral
6773	茶色の半ズボンをはいた男性たちは川のそばの岩の上を歩いている	三人の男の子が川に沿った岩の上を歩いている	3.0	neutral
6775	雪の中でフリスビーに向かってジャンプしている犬は一匹もいない	犬が雪の中でフリスビーに向かってジャンプしている	4.0	contradiction
6777	雪の中にいる黒い犬が地面に着地して棒を取り損なっている	雪の中にいる黒い犬が地面からジャンプして棒をキャッチしている	3.3	contradiction
6778	犬が雪の中でフリスビーに向かってジャンプしている	雪の中にいる黒い犬が地面から跳び上がって棒をキャッチしている	3.3	neutral
6781	雪の中にいる黒い犬が地面からジャンプして棒をキャッチしている	雪の中でフリスビーに向かってジャンプしている犬は一匹もいない	2.3	neutral
6789	男性が上げた手にマスクを持っている	黒い服を上品に着た男性が精巧なマスクを着けている	2.3	neutral
6791	黒い服を着た男性が精巧なマスクを着けている	男性が上げた手にマスクを持っている	2.3	neutral
6799	二人の子供がいくつかの金属のバーの下でしゃがんでいる	二人の子供が錆びた棚に寄りかかっている	2.3	neutral
6800	二人の子供がいくつかの金属のバーの下でしゃがんでいる	二人の子供が錆びた棚ごしにのぞき込んでいる	2.0	neutral
6802	紫、白、黒の服を着た選手はフィールドの端の近くでプレイをしている	紫、白、黒の服を着た選手はフィールドの端の近くでプレイをしていない	4.0	contradiction
6804	男性がスポーツのユニフォームを着ていて、フィールドを走り下りている	スポーツのユニフォームがフィールドを走り下りている男性に着られている	4.7	entailment
6805	男性が裸であり、野原で横たわっている	男性がスポーツのユニフォームを着ていて、フィールドを走り下りている	1.0	neutral
6810	黒人の選手は白人の選手に紫色のフィールドの端の近くでプレイをさせている	男性がスポーツのユニフォームを着ていて、フィールドを走り下りている	1.7	neutral
6812	自転車に乗った男性が海辺を走っている	バイクに乗った男性が海岸を走っている	3.7	neutral
6813	海辺を走っている自転車に乗った男性は一人もいない	自転車に乗った男性が海辺を走っている	4.0	contradiction
6814	一人の人が海のすぐ近くの砂浜で自転車に乗っている	ある人が海のすぐ近くの砂浜で自転車に乗っている	4.7	entailment
6816	一人の人が海のすぐ近くの砂浜で自転車に乗っている	自転車に乗った男性が海辺を走っている	3.7	neutral
6819	海辺を走っている自転車に乗った男性は一人もいない	ある人が海のすぐ近くの砂浜で自転車に乗っている	2.3	neutral
6822	大きなカモが岩の多い小川の上を飛んでいる	大きなカモが岩の多い小川の上で止まっている	3.3	neutral
6824	海鳥がいくつかの岩の上をゆっくりと飛んでいる	海鳥がいくつかの岩の上を飛んでいる	4.3	entailment
6825	いくつかの岩の上を飛んでいる海鳥は一羽もいない	海鳥がいくつかの岩の上を飛んでいる	4.0	contradiction
6830	海鳥がいくつかの岩の上を飛んでいる	大きな小川が岩とカモとハエでいっぱいになっている	1.7	neutral
6833	子供たちは砂浜でお互いを追いかけている	子供たちは砂浜でお互いを追いかけていない	4.0	contradiction
6834	小さな男の子が地面の上を走っていて、小さな女の子と遊んでいる	小さな男の子は地面の上を走っていて、小さな女の子と遊んでいる	5.0	entailment
6840	子供たちは砂浜でお互いを追いかけている	小さな男の子が地面の上を走っていて、小さな女の子と遊んでいる	3.0	neutral
6843	娘が父親に押されてゴーカートに乗っていて、別の女の子が見ている	父親が娘を押してゴーカートに乗せていて、別の女の子が見ている	5.0	entailment
6845	父親が娘を押してゴーカートに乗せていて、別の女の子が見ている	女の子がゴーカートを押していて、娘が自分の父親を見ている	2.7	neutral
6847	父親がゴーカートに乗っている娘を引っぱっていて、別の女の子がよそを見ている	二人の幼少の子供が街路でおもちゃの自動車で遊んでいる	1.7	neutral
6851	父親が娘を押してゴーカートに乗せていて、別の女の子が見ている	二人の幼少の子供が街路でおもちゃの自動車で遊んでいる	2.0	neutral
6855	草で覆われた丘を走り上がっている犬は一匹もいない	犬が草で覆われた丘を走り上がっている	4.0	contradiction
6857	犬が上り坂を走っている	草で覆われた丘を走り上がっている犬は一匹もいない	2.7	neutral
6862	金色の犬が、丈が高い草の野原を走り抜けている	金色の犬が、丈が高い草の野原で座っている	3.3	contradiction
6863	茶色の犬が、丈が高くて緑色の草地を走り抜けている	茶色の犬が、丈が高い緑色の草地を走り抜けている	5.0	entailment
6865	茶色の犬が、丈が高くて緑色の草地を走り抜けている	金色の犬が、丈が高い草の野原を走り抜けている	3.7	neutral
6868	金色の犬が、丈が高い草の野原で座っている	茶色の犬が、丈が高い緑色の草地を走り抜けている	3.0	neutral
6869	茶色の犬が、丈が高い緑色の草地を走り抜けている	金色の犬が、丈が高い草の野原を走り抜けている	3.7	neutral
6870	二匹の犬が海辺で元気よく遊んでいる	二匹の犬が海辺で遊んでいる	4.7	entailment
6875	二匹の犬が海辺で遊んでいる	海辺に沿って走っていてジャンプしている白い犬は一匹もいない	2.3	neutral
6877	二匹の犬が海辺で一休みしている	二匹の白い犬が海辺に沿って走っていてジャンプしている	2.7	neutral
6879	大きな茶色の犬は屋外の泥の中で走っている	大きな茶色の犬が外の泥の中で走っている	4.7	entailment
6880	大きな茶色の犬が外の泥の中で走っていない	大きな茶色の犬が外の泥の中で走っている	4.0	contradiction
6884	大きな茶色の犬が外の泥の中で走っている	犬が汚れた走路のフェンスのそばで座っている	2.3	neutral
6885	大きな茶色の犬は屋外の泥の中で走っている	犬が汚れた走路のフェンスに沿って走っている	2.7	neutral
6887	大きな茶色の犬が外の泥の中で走っている	犬が汚れた走路のフェンスに沿って走っている	2.7	neutral
6890	女の子が岩から跳び下りていて、別の女の子がその上に立っている	一人の女の子が岩から跳び下りていて、別の女の子がその上に立っている	4.7	entailment
6894	女の子が岩から跳び下りていて、別の女の子がその上に立っている	冬用に作られたコートを着た幼い女の子が丸石から海辺の砂浜に跳び下りている	2.3	neutral
6896	冬用のコートを着た幼い女の子が丸石から海辺の砂浜に跳び下りている	女の子が岩から跳び下りていて、別の女の子がその上に立っている	2.3	neutral
6897	茶色の髪をした男性はサングラスをかけていて、ソーダの缶やその他の飲み物が置かれたテーブルの席にだるそうに座っている	茶色の髪をした男性はサングラスをかけていて、ソーダの缶やその他の飲み物が置かれたテーブルの席に座っている	4.7	entailment
6899	茶色の髪をして黒メガネをかけた若い男性がいくつかのソーダの缶の前に座っている	茶色の髪をしてサングラスをかけた若い男性がいくつかのソーダの缶の前に座っている	4.3	neutral
6901	茶色の髪をして黒メガネをかけた若い男性がいくつかのソーダの缶の前に座っている	茶色の髪をした男性はサングラスをかけていて、ソーダの缶やその他の飲み物が置かれたテーブルの席に座っている	3.3	neutral
6902	いくつかのソーダの缶の前に座っている茶色の髪をしてサングラスをかけた若い男性は一人もいない	茶色の髪をした男性はサングラスをかけていて、ソーダの缶やその他の飲み物が置かれたテーブルの席に座っている	3.3	neutral
6903	茶色の髪をした男性はサングラスをかけていて、ソーダの缶やその他の飲み物が置かれたテーブルの席にだるそうに座っている	茶色の髪をしてサングラスをかけた若い男性がいくつかのソーダの缶の前に座っている	3.7	neutral
6905	茶色の髪をした男性はサングラスをかけていて、ソーダの缶やその他の飲み物が置かれたテーブルの席に座っている	茶色の髪をしてサングラスをかけた若い男性がいくつかのソーダの缶の前に座っている	3.7	neutral
6907	青と白のユニフォームを着ていて白と青の帽子をかぶった女性が口を開けたままにしていて、同じファッションの服装をした他の人たちの近くにいる	カジュアルな服を着ている女性が口を閉じたままにしていて、異なる服装をした他の人々の近くにいる	3.0	neutral
6913	カジュアルな服を着ている女性が口を閉じたままにしていて、異なる服装をした他の人々の近くにいる	女性が、白いベストと白い縁なし帽子と一緒に青いシャツを着ていて、しゃべりながら行進している	1.7	neutral
6914	青と白のユニフォームを着ていて白と青の帽子をかぶった女性が口を開けたままにしていて、同じファッションの服装をした他の人たちの近くにいる	女性が、白いベストと白い縁なし帽子と一緒に青いシャツを着ていて、しゃべりながら行進している	2.0	neutral
6918	あごひげを生やした男性がショッピングカートのそばに立っていて、ボール紙の標識を掲げている	一人のあごひげを生やした男性がショッピングカートのそばに立っていて、ボール紙の標識を掲げている	5.0	entailment
6919	あごひげを生やした男性がショッピングカートのそばに座っていて、ボール紙の標識を落としている	あごひげを生やした男性がショッピングカートのそばに立っていて、ボール紙の標識を掲げている	3.7	contradiction
6920	一人のあごひげを生やした男性がショッピングカートのそばに立っていて、ボール紙の標識を掲げている	男性が標識を掲げていて、お金を求めている	2.3	neutral
6921	男性が標識を掲げていて、お金を求めている	あごひげを生やした男性がショッピングカートのそばに座っていて、ボール紙の標識を落としている	2.3	neutral
6922	男性が関心なさそうに標識を掲げていて、お金を求めている	あごひげを生やした男性がショッピングカートのそばに立っていて、ボール紙の標識を掲げている	2.3	neutral
6923	標識を掲げていてお金を求めている男性は一人もいない	あごひげを生やした男性がショッピングカートのそばに立っていて、ボール紙の標識を掲げている	2.0	neutral
6924	あごひげを生やした男性がショッピングカートのそばに立っていて、ボール紙の標識を掲げている	男性が署名を求めていて、いくらかのお金を手に持っている	2.0	neutral
6927	雪のマウンドの上で宙返りをしているスノーボーダーは一人もいない	スノーボーダーが雪のマウンドの上で宙返りをしている	4.0	contradiction
6931	スノーボーダーが雪のマウンドの上で宙返りをしている	ボードに乗って空中にジャンプしている人は一人もいない	2.7	neutral
6934	スノーボーダーが雪のマウンドの上で宙返りをしている	誰かがボードに乗って空中にジャンプしている	3.3	neutral
6940	二人の男性、一人の女性、そして二人の幼い男の子が、ビルの外側の人々の大きな集会の前で目的もなく立っている	温かい衣服を着た大群衆がカメラに向かってポーズをとっている	1.0	neutral
6942	温かい衣服を着た群衆は大人数で、カメラに向かってポーズをとっている	二人の男性、一人の女性、そして二人の幼い男の子が、ビルの外側の人々の大きな集会の前で立っている	1.3	neutral
6945	温かい衣服を着た大群衆がカメラに向かってポーズをとっている	二人の男性、一人の女性、そして二人の幼い男の子が、ビルの外側の人々の大きな集会の前で立っている	1.0	neutral
6946	ブロンドの髪をした女の子は小さくて、微笑んでいて、ブランコに座っている	ブロンドの髪をした小さな女の子が微笑んでいて、ブランコに座っている	5.0	entailment
6947	微笑んでいてブランコに座っているブロンドの髪をした小さな女の子は一人もいない	ブロンドの髪をした小さな女の子が微笑んでいて、ブランコに座っている	3.7	contradiction
6948	緑色の服を着たブロンドの子供がブランコに座っている	緑色の服を着たブロンドの男の子がブランコに座っている	4.0	neutral
6950	緑色の服を着たブロンドの女性がブランコに乗っている男の子のそばで座っている	緑色の服を着たブロンドの男の子がブランコに座っている	2.7	neutral
6957	音楽が屋外で四人の人に演奏されている	四人の人が屋外で音楽を演奏している	5.0	entailment
6958	四人の人が屋外で音楽を演奏している	四人の人が屋外で黙って立っている	3.3	neutral
6964	四人の人が屋外で音楽を演奏している	白人の男性が帽子とギター演奏を上演している	2.0	neutral
6966	白い帽子をかぶった男性がステージでギターを弾いている	四人の人が屋外で黙って立っている	1.0	neutral
6968	男性がモトクロスレースに参加している	男性がモトクロスのレースに参加している	5.0	entailment
6969	男性がモトクロスレースに参加している	男性がモトクロスレースに参加していない	4.0	contradiction
6970	赤いユニフォームを着た男性がダートバイクのレースで勢いよくジャンプをしている	赤いユニフォームを着た男性がダートバイクのレースでジャンプをしている	4.7	entailment
6974	男性がモトクロスレースに参加している	ダートバイクのレースでジャンプをしている赤いユニフォームを着た男性は一人もいない	1.7	neutral
6975	赤いユニフォームを着た男性が競争をしていて、泥の中のバイクの上をジャンプしている	男性がモトクロスレースに参加している	2.7	neutral
6978	赤いユニフォームを着た男性がダートバイクのレースでジャンプをしている	男性がモトクロスレースに参加している	2.7	neutral
6979	幸せな家族が暖炉のそばでポーズをとっている	家族は幸せに見えて、暖炉のそばでポーズをとっている	4.7	entailment
6980	幸せな家族が暖炉のそばでポーズをとっている	悲しそうな家族が暖炉のそばでポーズをとっている	3.0	neutral
6981	家族は炉棚とクリスマスツリーのそばでポーズをとっている	家族が炉棚とクリスマスツリーのそばでポーズをとっている	5.0	entailment
6982	炉棚とクリスマスツリーのそばでポーズをとっている家族はいない	家族が炉棚とクリスマスツリーのそばでポーズをとっている	4.0	contradiction
6983	家族は炉棚とクリスマスツリーのそばでポーズをとっている	幸せな家族が暖炉のそばでポーズをとっている	3.3	neutral
6987	家族が炉棚とクリスマスツリーのそばでポーズをとっている	幸せな家族が暖炉のそばでポーズをとっている	3.3	neutral
6991	二人の男の子が茶色のシャツを着ていて、木製の台の上でロープを引っぱっている	二人の女の子が茶色のシャツを着ていて、木製の台の上でロープを引っぱっている	3.7	neutral
6992	二人の双子の思春期直前の男の子が棒で戦っている	二人の男の子が茶色のシャツを着ていて、木製の台の上で熱中してロープを引っぱっている	2.0	neutral
6993	二人の女の子が茶色のシャツを着ていて、木製の台の上でロープを引っぱっている	二人の双子の思春期直前の男の子が棒で戦っている	1.7	neutral
6994	二人の男の子が茶色のシャツを着ていて、木製の台の上でロープを引っぱっている	二人の双子の思春期直前の子供が棒で戦っている	1.7	neutral
6995	二人の男の子が茶色のシャツを着ていて、木製の台の上でロープを引っぱっている	二人の双子の思春期直前の男の子がトランプで遊んでいる	2.0	neutral
6996	二人の男の子が茶色のシャツを着ていて、木製の台の上でロープを引っぱっている	二人の双子の思春期直前の男の子が棒で戦っている	2.0	neutral
6997	対戦相手がサッカー選手にタックルしている	サッカー選手が自分の対戦相手にタックルされている	5.0	entailment
6998	対戦相手にタックルされているサッカー選手は一人もいない	サッカー選手が自分の対戦相手にタックルされている	4.0	contradiction
7000	ラグビー選手がお互いにタックルしていない	ラグビー選手がお互いにタックルしている	4.0	contradiction
7001	サッカー選手が自分の対戦相手にタックルされている	ラグビーをしている何人かの人々がお互いにタックルしている	3.0	neutral
7004	対戦相手にタックルされているサッカー選手は一人もいない	ラグビー選手がお互いにタックルしている	1.7	neutral
7005	サッカー選手が自分の対戦相手にタックルされている	ラグビー選手がお互いにタックルしている	2.3	neutral
7006	犬は白くて、落ち葉の上に立っている	白い犬が落ち葉の上に立っている	5.0	entailment
7008	白い犬が地面にある落ち葉の上に立っている	一匹の白い犬が地面にある落ち葉の上に立っている	4.3	entailment
7009	地面にある落ち葉の上に立っている白い犬は一匹もいない	白い犬が地面にある落ち葉の上に立っている	3.7	contradiction
7013	白い犬が落ち葉の上で横たわっている	白い犬が地面にある落ち葉の上に立っている	3.3	neutral
7016	二人の女の子がジャンパーハウスの中で遊んでいない	二人の女の子がジャンパーハウスの中で遊んでいる	4.0	contradiction
7019	明るい色の服を着た子供が両腕を外に広げて立っている	明るい色の服を着た子供が腕組みをして立っている	3.3	neutral
7020	二人の女の子がジャンパーハウスの中で遊んでいる	明るい色をした服を着た子供が両腕を外に広げて立っている	1.7	neutral
7021	明るい色の服を着た子供が腕組みをして立っている	二人の女の子がジャンパーハウスの中で遊んでいる	1.3	neutral
7022	明るい色の服を着た子供が両腕を外に広げて立っている	二人の女の子がジャンパーハウスの中で嬉しそうに遊んでいる	1.3	neutral
7025	二人の女の子がジャンパーハウスの中で遊んでいる	明るい色の服を着た子供が両腕を外に広げて立っている	1.3	neutral
7026	男の子と女の子は屋外のジムで遊んでいる	男の子と女の子が屋外のジムで遊んでいる	5.0	entailment
7028	何人かの児童たちが遊び場で遊んでいる	何人かの子供たちが遊び場で遊んでいる	4.3	entailment
7035	モトクロスライダーは青と黒のズボンをはいている	青と黒のズボンがモトクロスライダーにはかれている	5.0	entailment
7040	モトクロスライダーは青と黒のズボンをはいている	青いジャケット、黒いズボン、そして白いヘルメットを身に着けたバイク乗りがダートを向こう見ずに走行していて、人々は見る	2.3	neutral
7045	青いジャケット、黒いズボン、そして白いヘルメットを身に着けたバイク乗りがダートを走行していて、人々は見ている	モトクロスライダーは青と黒のズボンをはいている	2.3	neutral
